"BillType","BillNumber","Document","DocType","ReprintNum","Pages","Comment","ModDate"
"A",2955,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2955_I1.DOCX","I",,8,"",3/10/2025 0:00:00
"A",2956,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2956_I1.DOCX","I",,4,"",9/13/2024 0:00:00
"A",2957,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2957_I1.DOCX","I",,3,"",1/2/2024 0:00:00
"A",2958,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2958_I1.DOCX","I",,2,"",1/29/2024 0:00:00
"A",2960,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2960_I1.DOCX","I",,6,"",1/2/2024 0:00:00
"A",2961,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2961_I1.DOCX","I",,6,"",12/17/2025 0:00:00
"A",2962,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2962_I1.DOCX","I",,7,"",1/2/2024 0:00:00
"A",2963,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2963_I1.DOCX","I",,7,"",1/2/2024 0:00:00
"A",2964,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2964_I1.DOCX","I",,4,"",1/2/2024 0:00:00
"A",2965,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2965_I1.DOCX","I",,12,"",1/2/2024 0:00:00
"A",2966,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2966_I1.DOCX","I",,3,"",5/9/2025 0:00:00
"A",2967,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2967_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"A",2968,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2968_I1.DOCX","I",,5,"",2/20/2025 0:00:00
"A",2969,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2969_I1.DOCX","I",,3,"",1/2/2024 0:00:00
"A",2970,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2970_I1.DOCX","I",,3,"",1/2/2024 0:00:00
"A",2971,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2971_I1.DOCX","I",,3,"",1/2/2024 0:00:00
"A",2972,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2972_I1.DOCX","I",,3,"",1/2/2024 0:00:00
"A",2973,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2973_I1.DOCX","I",,2,"",1/2/2024 0:00:00
"A",2974,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2974_I1.DOCX","I",,5,"",1/2/2024 0:00:00
"A",2975,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2975_I1.DOCX","I",,3,"",4/5/2024 0:00:00
"A",2976,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2976_I1.DOCX","I",,6,"",1/2/2024 0:00:00
"A",2977,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2977_I1.DOCX","I",,4,"",1/2/2024 0:00:00
"A",2978,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2978_I1.DOCX","I",,3,"",2/28/2025 0:00:00
"A",2979,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2979_I1.DOCX","I",,4,"",1/2/2024 0:00:00
"A",2980,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2980_I1.DOCX","I",,2,"",9/13/2024 0:00:00
"A",2980,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2980_R1.DOCX","R",1,3,"AHE 12/16/24 1R",12/20/2024 0:00:00
"A",2980,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2980_R2.DOCX","R",2,3,"SHH 6/9/25 2R",12/19/2025 0:00:00
"A",2980,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2980_R3.DOCX","R",3,4,"Conditional Veto 3R",1/13/2026 0:00:00
"A",2980,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2980_S1.DOCX","S",,2,"AHE 12/16/24",12/17/2024 0:00:00
"A",2980,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2980_S2.DOCX","S",,3,"SHH 6/9/25 1R",6/10/2025 0:00:00
"A",2980,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2980_S3.DOCX","S",,1,"SBA 11/13/25 2R",11/14/2025 0:00:00
"A",2980,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2980_V1.DOCX","V",,2,"Conditional Veto",1/12/2026 0:00:00
"A",2981,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2981_I1.DOCX","I",,3,"",1/2/2024 0:00:00
"A",2982,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2982_I1.DOCX","I",,2,"",1/2/2024 0:00:00
"A",2983,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2983_I1.DOCX","I",,3,"",3/7/2024 0:00:00
"A",2983,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2983_S1.DOCX","S",,1,"AFI 9/12/24",9/13/2024 0:00:00
"A",2983,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2983_T1.DOCX","TR",,3,"AFI 9/12/24 TR",10/18/2024 0:00:00
"A",2984,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2984_I1.DOCX","I",,5,"",1/2/2024 0:00:00
"A",2985,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2985_I1.DOCX","I",,2,"",1/2/2024 0:00:00
"A",2986,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2986_I1.DOCX","I",,2,"",1/2/2024 0:00:00
"A",2987,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2987_I1.DOCX","I",,3,"",1/2/2024 0:00:00
"A",2988,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2988_I1.DOCX","I",,6,"",1/2/2024 0:00:00
"A",2989,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2989_I1.DOCX","I",,23,"",1/2/2024 0:00:00
"A  ",2990,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2990_I1.DOCX","I",,6,"",1/2/2024 0:00:00
"A",2991,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2991_I1.DOCX","I",,7,"",3/10/2025 0:00:00
"A",2992,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2992_I1.DOCX","I",,3,"",1/2/2024 0:00:00
"A",2993,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2993_I1.DOCX","I",,3,"",1/2/2024 0:00:00
"A",2993,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2993_R1.DOCX","R",1,3,"ASL 1/23/25 1R",1/31/2025 0:00:00
"A",2993,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2993_R2.DOCX","R",2,3,"SCU 5/12/25 2R",5/13/2025 0:00:00
"A",2993,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2993_S1.DOCX","S",,1,"ASL 1/23/25",1/24/2025 0:00:00
"A",2993,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2993_S2.DOCX","S",,2,"SCU 5/12/25 1R",5/13/2025 0:00:00
"A",2994,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2994_I1.DOCX","I",,3,"",1/2/2024 0:00:00
"A",2995,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2995_I1.DOCX","I",,3,"",1/2/2024 0:00:00
"A",2996,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2996_I1.DOCX","I",,3,"",1/31/2025 0:00:00
"A",2997,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2997_I1.DOCX","I",,9,"",1/2/2024 0:00:00
"A",2998,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2998_E1.DOCX","FE",,3,"10/25/24; 1R",10/25/2024 0:00:00
"A",2998,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2998_E2.DOCX","FE",,3,"3/28/25; ACS A567",3/28/2025 0:00:00
"A",2998,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2998_I1.DOCX","I",,10,"",5/17/2024 0:00:00
"A",2998,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2998_R1.DOCX","R",1,19,"ACF 9/23/24 1R",3/7/2025 0:00:00
"A",2998,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2998_S1.DOCX","S",,2,"ACF 9/23/24",9/24/2024 0:00:00
"A",2998,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2998_S2.DOCX","S",,2,"AAP 3/20/25 ACS A567",3/21/2025 0:00:00
"A",2998,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2998_U1.DOCX","ACS",,12,"AAP 3/20/25 ACS A567",6/27/2025 0:00:00
"A",2999,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\2999_I1.DOCX","I",,10,"",3/7/2025 0:00:00
"A",3000,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\3000_I1.DOCX","I",,3,"",1/23/2025 0:00:00
"A",3000,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\3000_S1.DOCX","S",,1,"AMV 1/23/25",1/24/2025 0:00:00
"A",3000,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\3000_S2.DOCX","S",,1,"AHO 6/19/25",6/19/2025 0:00:00
"A",3000,"\\NJOLS7\LEGAPPS$\2024BILL\A3000\3000_T1.DOCX","TR",,2,"AMV 1/23/25 TR",6/24/2025 0:00:00
"A",3001,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3001_I1.DOCX","I",,7,"",3/7/2025 0:00:00
"A",3002,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3002_I1.DOCX","I",,3,"",1/7/2026 0:00:00
"A",3003,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3003_I1.DOCX","I",,4,"",5/6/2025 0:00:00
"A",3004,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3004_I1.DOCX","I",,5,"",6/27/2024 0:00:00
"A",3004,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3004_S1.DOCX","S",,1,"AJU 9/19/24",9/20/2024 0:00:00
"A",3004,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3004_T1.DOCX","TR",,4,"AJU 9/19/24 TR",3/7/2025 0:00:00
"A",3005,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3005_I1.DOCX","I",,3,"",11/14/2025 0:00:00
"A",3006,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3006_I1.DOCX","I",,15,"",3/7/2025 0:00:00
"A",3007,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3007_E1.DOCX","FE",,2,"2/19/25; as introduced",2/19/2025 0:00:00
"A",3007,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3007_I1.DOCX","I",,3,"",2/9/2024 0:00:00
"A",3007,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3007_S1.DOCX","S",,1,"AHE 6/3/24",6/4/2024 0:00:00
"A",3007,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3007_S2.DOCX","S",,1,"ACF 1/23/25",1/24/2025 0:00:00
"A",3007,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3007_S3.DOCX","S",,1,"AAP 6/19/25",6/19/2025 0:00:00
"A",3007,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3007_T1.DOCX","TR",,2,"AHE 6/3/24 TR",7/1/2025 0:00:00
"A",3008,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3008_E1.DOCX","FE",,2,"5/6/24; as introduced",5/6/2024 0:00:00
"A",3008,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3008_E2.DOCX","FE",,3,"5/22/25; 1R",5/22/2025 0:00:00
"A",3008,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3008_I1.DOCX","I",,4,"",3/5/2024 0:00:00
"A",3008,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3008_R1.DOCX","R",1,3,"ACW 10/17/24 1R",5/23/2025 0:00:00
"A",3008,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3008_S1.DOCX","S",,2,"ACW 10/17/24",10/18/2024 0:00:00
"A",3009,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3009_I1.DOCX","I",,2,"",3/7/2025 0:00:00
"A",3010,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3010_I1.DOCX","I",,4,"",1/8/2026 0:00:00
"A",3011,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3011_I1.DOCX","I",,5,"",1/25/2024 0:00:00
"A",3012,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3012_I1.DOCX","I",,4,"",3/10/2025 0:00:00
"A",3013,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3013_I1.DOCX","I",,3,"",2/28/2024 0:00:00
"A",3014,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3014_I1.DOCX","I",,5,"",1/3/2024 0:00:00
"A",3015,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3015_I1.DOCX","I",,7,"",3/10/2025 0:00:00
"A",3016,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3016_I1.DOCX","I",,5,"",3/18/2025 0:00:00
"A",3016,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3016_R1.DOCX","R",1,5,"Assembly 5/22/25 1R",12/22/2025 0:00:00
"A",3016,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3016_R2.DOCX","R",2,5,"Senate 12/18/25 2R",12/23/2025 0:00:00
"A",3016,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3016_S1.DOCX","S",,2,"AHU 3/17/25",3/18/2025 0:00:00
"A",3016,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3016_S2.DOCX","FS",,1,"Assembly 5/22/25",5/23/2025 0:00:00
"A",3016,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3016_S3.DOCX","FS",,1,"Senate 12/18/25 1R",12/19/2025 0:00:00
"A",3016,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3016_T1.DOCX","TR",,4,"AHU 3/17/25 TR",3/18/2025 0:00:00
"A  ",3017,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3017_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"A",3018,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3018_I1.DOCX","I",,4,"",3/5/2024 0:00:00
"A",3019,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3019_I1.DOCX","I",,4,"",4/8/2024 0:00:00
"A",3019,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3019_R1.DOCX","R",1,7,"Assembly 5/22/25 1R ACS",5/23/2025 0:00:00
"A",3019,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3019_S1.DOCX","S",,3,"ACO 3/6/25 ACS",3/7/2025 0:00:00
"A",3019,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3019_S2.DOCX","FS",,1,"Assembly 5/22/25 ACS",5/23/2025 0:00:00
"A",3019,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3019_U1.DOCX","ACS",,6,"ACO 3/6/25 ACS",4/11/2025 0:00:00
"A",3020,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3020_I1.DOCX","I",,4,"",1/3/2024 0:00:00
"A",3021,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3021_I1.DOCX","I",,4,"",3/10/2025 0:00:00
"A",3022,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3022_I1.DOCX","I",,9,"",1/29/2024 0:00:00
"A  ",3023,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3023_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"A",3024,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3024_I1.DOCX","I",,12,"",1/3/2024 0:00:00
"A",3025,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3025_E1.DOCX","FE",,2,"3/3/25; ACS",3/3/2025 0:00:00
"A",3025,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3025_I1.DOCX","I",,19,"",6/6/2024 0:00:00
"A",3025,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3025_R1.DOCX","R",1,36,"ALA 6/6/24 1R",2/18/2025 0:00:00
"A",3025,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3025_S1.DOCX","S",,1,"ALA 6/6/24",6/7/2024 0:00:00
"A",3025,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3025_S2.DOCX","S",,1,"ASL 2/20/25",2/21/2025 0:00:00
"A",3025,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3025_S3.DOCX","S",,1,"AAP 3/20/25 ACS",3/21/2025 0:00:00
"A",3025,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3025_U1.DOCX","ACS",,19,"ASL 2/20/25 ACS",3/25/2025 0:00:00
"A",3026,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3026_I1.DOCX","I",,7,"",1/3/2024 0:00:00
"A  ",3027,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3027_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"A",3028,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3028_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"A  ",3029,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3029_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"A",3030,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3030_I1.DOCX","I",,9,"",3/19/2024 0:00:00
"A",3031,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3031_I1.DOCX","I",,2,"",1/3/2024 0:00:00
"A",3032,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3032_I1.DOCX","I",,2,"",1/3/2024 0:00:00
"A",3032,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3032_R1.DOCX","R",1,2,"ATG 5/16/24 1R",5/17/2024 0:00:00
"A",3032,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3032_S1.DOCX","S",,1,"ATG 5/16/24",5/17/2024 0:00:00
"A  ",3033,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3033_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"A",3033,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3033_S1.DOCX","S",,1,"AEN 9/23/24",9/24/2024 0:00:00
"A",3033,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3033_T1.DOCX","TR",,3,"AEN 9/23/24 TR",10/29/2024 0:00:00
"A",3034,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3034_E1.DOCX","FE",,2,"12/22/25; 1R",12/22/2025 0:00:00
"A",3034,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3034_I1.DOCX","I",,3,"",2/23/2024 0:00:00
"A",3034,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3034_R1.DOCX","R",1,2,"Assembly 12/8/25 1R",12/22/2025 0:00:00
"A",3034,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3034_S1.DOCX","S",,1,"ACE 2/22/24",2/23/2024 0:00:00
"A",3034,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3034_S2.DOCX","S",,1,"AAP 6/24/24",6/25/2024 0:00:00
"A",3034,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3034_S3.DOCX","FS",,1,"Assembly 12/8/25",12/9/2025 0:00:00
"A",3034,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3034_T1.DOCX","TR",,2,"ACE 2/22/24 TR",5/23/2025 0:00:00
"A",3035,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3035_I1.DOCX","I",,13,"",9/20/2024 0:00:00
"A",3035,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3035_R1.DOCX","R",1,12,"ATR 9/19/24 1R",9/20/2024 0:00:00
"A",3035,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3035_R2.DOCX","R",2,12,"STR 3/17/25 2R",6/3/2025 0:00:00
"A",3035,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3035_S1.DOCX","S",,2,"ATR 9/19/24",9/20/2024 0:00:00
"A",3035,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3035_S2.DOCX","S",,1,"APS 1/27/25 1R",1/28/2025 0:00:00
"A",3035,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3035_S3.DOCX","S",,2,"STR 3/17/25 1R",3/18/2025 0:00:00
"A",3035,"\\NJOLS7\LEGAPPS$\2024BILL\AL25\155_.DOCX","AL",2025,11,"",12/2/2025 0:00:00
"A",3035,"\\NJOLS7\LEGAPPS$\2024BILL\PL25\155_.DOCX","PL",2025,8,"",1/14/2026 0:00:00
"A",3036,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3036_I1.DOCX","I",,3,"",10/22/2024 0:00:00
"A",3036,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3036_R1.DOCX","R",1,3,"ATR 10/21/24 1R",3/4/2025 0:00:00
"A",3036,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3036_R2.DOCX","R",2,6,"ASL 4/10/25 2R",5/23/2025 0:00:00
"A",3036,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3036_R3.DOCX","R",3,8,"SBA 6/26/25 3R",12/19/2025 0:00:00
"A",3036,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3036_R4.DOCX","R",4,8,"Conditional Veto 4R",1/13/2026 0:00:00
"A",3036,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3036_S1.DOCX","S",,2,"ATR 10/21/24",10/22/2024 0:00:00
"A",3036,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3036_S2.DOCX","S",,3,"ASL 4/10/25 1R",4/11/2025 0:00:00
"A",3036,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3036_S3.DOCX","S",,2,"SBA 6/26/25 2R",6/27/2025 0:00:00
"A",3036,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3036_V1.DOCX","V",,3,"Conditional Veto",1/12/2026 0:00:00
"A",3037,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3037_I1.DOCX","I",,5,"",1/3/2024 0:00:00
"A",3038,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3038_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"A",3038,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3038_S1.DOCX","S",,1,"APS 5/15/25",5/16/2025 0:00:00
"A",3038,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3038_T1.DOCX","TR",,2,"APS 5/15/25 TR",5/16/2025 0:00:00
"A",3039,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3039_I1.DOCX","I",,8,"",5/21/2024 0:00:00
"A",3040,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3040_I1.DOCX","I",,5,"",1/3/2024 0:00:00
"A",3041,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3041_I1.DOCX","I",,16,"",3/19/2024 0:00:00
"A",3042,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3042_I1.DOCX","I",,7,"",11/14/2025 0:00:00
"A",3043,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3043_I1.DOCX","I",,3,"",4/11/2025 0:00:00
"A  ",3044,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3044_I1.DOCX","I",,6,"",1/3/2024 0:00:00
"A",3045,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3045_I1.DOCX","I",,2,"",1/3/2024 0:00:00
"A",3046,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3046_I1.DOCX","I",,3,"",3/10/2025 0:00:00
"A",3047,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3047_I1.DOCX","I",,3,"",3/10/2025 0:00:00
"A",3048,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3048_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"A",3049,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3049_I1.DOCX","I",,3,"",1/29/2024 0:00:00
"A",3050,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3050_I1.DOCX","I",,6,"",1/3/2024 0:00:00
"A",3051,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3051_I1.DOCX","I",,5,"",1/3/2024 0:00:00
"A",3052,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3052_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"A",3053,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3053_I1.DOCX","I",,9,"",3/5/2024 0:00:00
"A",3054,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3054_I1.DOCX","I",,4,"",1/3/2024 0:00:00
"A",3055,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3055_I1.DOCX","I",,4,"",1/3/2024 0:00:00
"A",3055,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3055_S1.DOCX","S",,1,"AMV 6/16/25",6/17/2025 0:00:00
"A",3055,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3055_T1.DOCX","TR",,3,"AMV 6/16/25 TR",6/19/2025 0:00:00
"A",3056,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3056_I1.DOCX","I",,4,"",1/3/2024 0:00:00
"A",3057,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3057_I1.DOCX","I",,4,"",1/3/2024 0:00:00
"A",3058,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3058_I1.DOCX","I",,4,"",2/26/2025 0:00:00
"A",3059,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3059_I1.DOCX","I",,3,"",2/27/2024 0:00:00
"A",3060,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3060_I1.DOCX","I",,6,"",6/7/2024 0:00:00
"A",3060,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3060_S1.DOCX","S",,2,"ATR 6/6/24",6/7/2024 0:00:00
"A",3060,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3060_T1.DOCX","TR",,5,"ATR 6/6/24 TR",7/1/2024 0:00:00
"A",3061,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3061_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"A",3062,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3062_I1.DOCX","I",,6,"",1/3/2024 0:00:00
"A",3063,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3063_I1.DOCX","I",,3,"",2/11/2025 0:00:00
"A",3064,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3064_I1.DOCX","I",,4,"",12/20/2024 0:00:00
"A",3064,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3064_I2.DOCX","I",,4,"",12/20/2024 0:00:00
"A",3065,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3065_I1.DOCX","I",,5,"",2/26/2025 0:00:00
"A",3066,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3066_I1.DOCX","I",,3,"",1/2/2024 0:00:00
"A",3067,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3067_I1.DOCX","I",,3,"",1/2/2024 0:00:00
"A",3068,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3068_I1.DOCX","I",,5,"",1/2/2024 0:00:00
"A",3069,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3069_I1.DOCX","I",,3,"",1/2/2024 0:00:00
"A",3070,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3070_I1.DOCX","I",,3,"",3/10/2025 0:00:00
"A",3071,"\\NJOLS7\LEGAPPS$\2024BILL\A3500\3071_I1.DOCX","I",,6,"",1/29/2024 0:00:00
