"BillType","BillNumber","Document","DocType","ReprintNum","Pages","Comment","ModDate"
"S",2814,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2814_E1.DOCX","FE",,3,"12/4/24; as introduced",12/5/2024 0:00:00
"S",2814,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2814_E2.DOCX","FE",,3,"2/11/25; 1R",2/11/2025 0:00:00
"S",2814,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2814_I1.DOCX","I",,6,"",12/10/2024 0:00:00
"S",2814,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2814_R1.DOCX","R",1,6,"SBA 12/9/24 1R",1/13/2026 0:00:00
"S",2814,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2814_S1.DOCX","S",,1,"STR 5/6/24",5/7/2024 0:00:00
"S",2814,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2814_S2.DOCX","S",,3,"SBA 12/9/24",12/10/2024 0:00:00
"S",2815,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2815_I1.DOCX","I",,3,"",2/23/2024 0:00:00
"S",2815,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2815_R1.DOCX","R",1,3,"STR 9/30/24 1R",10/8/2024 0:00:00
"S",2815,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2815_S1.DOCX","S",,1,"STR 9/30/24",10/1/2024 0:00:00
"S",2816,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2816_I1.DOCX","I",,3,"",2/23/2024 0:00:00
"S",2816,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2816_R1.DOCX","R",1,2,"SEN 3/4/24 1R",3/5/2024 0:00:00
"S",2816,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2816_R2.DOCX","R",2,3,"Senate 5/13/24 2R",5/14/2024 0:00:00
"S",2816,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2816_S1.DOCX","S",,1,"SEN 3/4/24",3/5/2024 0:00:00
"S",2816,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2816_S3.DOCX","FS",,1,"Senate 5/13/24 1R",5/14/2024 0:00:00
"S",2817,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2817_I1.DOCX","I",,3,"",2/28/2024 0:00:00
"S",2818,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2818_I1.DOCX","I",,4,"",5/13/2025 0:00:00
"S",2818,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2818_R1.DOCX","R",1,3,"SED 5/12/25 1R",1/9/2026 0:00:00
"S",2818,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2818_R2.DOCX","R",2,4,"SBA 1/8/26 2R",1/13/2026 0:00:00
"S",2818,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2818_S1.DOCX","S",,2,"SED 5/12/25",5/13/2025 0:00:00
"S",2818,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2818_S2.DOCX","S",,2,"SBA 1/8/26 1R",1/9/2026 0:00:00
"S",2819,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2819_I1.DOCX","I",,15,"",3/5/2024 0:00:00
"S",2820,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2820_I1.DOCX","I",,6,"",2/28/2024 0:00:00
"S",2820,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2820_S1.DOCX","S",,1,"SCU 5/6/24",5/7/2024 0:00:00
"S",2821,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2821_I1.DOCX","I",,10,"",2/28/2024 0:00:00
"S",2822,"\\NJOLS7\LEGAPPS$\2024BILL\AL24\55_.DOCX","AL",2024,3,"",9/12/2024 0:00:00
"S",2822,"\\NJOLS7\LEGAPPS$\2024BILL\PL24\55_.DOCX","PL",2024,2,"",9/30/2024 0:00:00
"S",2822,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2822_I1.DOCX","I",,4,"",7/2/2024 0:00:00
"S",2822,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2822_S1.DOCX","S",,1,"SLA 3/14/24",3/15/2024 0:00:00
"S",2822,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2822_S2.DOCX","S",,1,"ALA 5/16/24",5/17/2024 0:00:00
"S",2823,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2823_I1.DOCX","I",,2,"",2/28/2024 0:00:00
"S",2824,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2824_I1.DOCX","I",,2,"",2/28/2024 0:00:00
"S",2825,"\\NJOLS7\LEGAPPS$\2024BILL\AL24\31_.DOCX","AL",2024,5,"",7/31/2024 0:00:00
"S",2825,"\\NJOLS7\LEGAPPS$\2024BILL\PL24\31_.DOCX","PL",2024,4,"",9/10/2024 0:00:00
"S",2825,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2825_I1.DOCX","I",,4,"",2/28/2024 0:00:00
"S",2825,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2825_R1.DOCX","R",1,6,"Assembly 6/28/24 1R",7/1/2024 0:00:00
"S",2825,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2825_S1.DOCX","S",,1,"SBA 4/11/24",4/12/2024 0:00:00
"S",2825,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2825_S2.DOCX","FS",,1,"Assembly 6/28/24",7/1/2024 0:00:00
"S",2826,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2826_E1.DOCX","FE",,2,"3/10/25; as introduced",3/10/2025 0:00:00
"S",2826,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2826_I1.DOCX","I",,2,"",5/7/2024 0:00:00
"S",2826,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2826_S1.DOCX","S",,1,"SLA 12/5/24",12/6/2024 0:00:00
"S",2827,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2827_I1.DOCX","I",,9,"",6/7/2024 0:00:00
"S",2828,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2828_I1.DOCX","I",,7,"",2/28/2024 0:00:00
"S",2829,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2829_I1.DOCX","I",,4,"",2/28/2024 0:00:00
"S",2830,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2830_I1.DOCX","I",,7,"",2/28/2024 0:00:00
"S",2831,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2831_I1.DOCX","I",,2,"",2/28/2024 0:00:00
"S",2832,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2832_I1.DOCX","I",,2,"",2/28/2024 0:00:00
"S",2833,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2833_I1.DOCX","I",,3,"",2/26/2025 0:00:00
"S",2834,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2834_I1.DOCX","I",,4,"",3/5/2024 0:00:00
"S",2835,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2835_I1.DOCX","I",,2,"",2/28/2024 0:00:00
"S",2836,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2836_I1.DOCX","I",,4,"",2/28/2024 0:00:00
"S",2837,"\\NJOLS7\LEGAPPS$\2024BILL\AL24\60_.DOCX","AL",2024,8,"",9/13/2024 0:00:00
"S",2837,"\\NJOLS7\LEGAPPS$\2024BILL\PL24\60_.DOCX","PL",2024,5,"",9/30/2024 0:00:00
"S",2837,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2837_E1.DOCX","FE",,3,"3/13/24; as introduced",3/13/2024 0:00:00
"S",2837,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2837_I2.DOCX","I",,8,"",7/3/2024 0:00:00
"S",2837,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2837_S1.DOCX","S",,2,"SBA 3/11/24",3/12/2024 0:00:00
"S",2837,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2837_S2.DOCX","S",,1,"AED 6/6/24",6/7/2024 0:00:00
"S",2837,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2837_S3.DOCX","S",,2,"AAP 6/24/24",6/25/2024 0:00:00
"S",2839,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2839_I1.DOCX","I",,6,"",3/25/2025 0:00:00
"S",2840,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2840_I1.DOCX","I",,3,"",1/13/2026 0:00:00
"S",2840,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2840_S1.DOCX","S",,1,"SEN 1/15/25",1/15/2025 0:00:00
"S",2841,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2841_I1.DOCX","I",,4,"",3/5/2024 0:00:00
"S",2842,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2842_I1.DOCX","I",,4,"",3/5/2024 0:00:00
"S",2843,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2843_I1.DOCX","I",,7,"",3/5/2024 0:00:00
"S",2844,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2844_I1.DOCX","I",,5,"",1/31/2025 0:00:00
"S",2844,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2844_S1.DOCX","S",,2,"SED 1/30/25",1/31/2025 0:00:00
"S",2845,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2845_I1.DOCX","I",,3,"",10/25/2024 0:00:00
"S",2846,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2846_I1.DOCX","I",,8,"",3/12/2024 0:00:00
"S",2847,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2847_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"S",2848,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2848_I1.DOCX","I",,7,"",3/5/2024 0:00:00
"S",2849,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2849_I1.DOCX","I",,6,"",3/11/2024 0:00:00
"S",2850,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2850_I1.DOCX","I",,4,"",3/5/2024 0:00:00
"S",2851,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2851_I1.DOCX","I",,3,"",3/12/2024 0:00:00
"S",2852,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2852_I1.DOCX","I",,9,"",12/6/2024 0:00:00
"S",2852,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2852_R1.DOCX","R",1,15,"SLA 12/5/24 1R",12/6/2024 0:00:00
"S",2852,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2852_S1.DOCX","S",,1,"SLA 12/5/24",12/6/2024 0:00:00
"S",2853,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2853_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"S",2854,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2854_I1.DOCX","I",,8,"",3/5/2024 0:00:00
"S",2855,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2855_I1.DOCX","I",,5,"",6/14/2024 0:00:00
"S",2855,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2855_S2.DOCX","S",,2,"SMV 6/13/24",6/14/2024 0:00:00
"S",2856,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2856_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"S",2857,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2857_I1.DOCX","I",,4,"",3/5/2024 0:00:00
"S",2858,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2858_I1.DOCX","I",,2,"",3/5/2024 0:00:00
"S",2859,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2859_I1.DOCX","I",,4,"",3/5/2024 0:00:00
"S",2860,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2860_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"S",2860,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2860_R1.DOCX","R",1,3,"SED 9/30/24 1R",10/1/2024 0:00:00
"S",2860,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2860_S1.DOCX","S",,1,"SED 9/30/24",10/1/2024 0:00:00
"S",2861,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2861_I1.DOCX","I",,11,"",3/5/2024 0:00:00
"S",2862,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2862_I1.DOCX","I",,4,"",3/5/2024 0:00:00
"S",2862,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2862_R1.DOCX","R",1,3,"SEN 5/22/25 1R",6/10/2025 0:00:00
"S",2862,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2862_S1.DOCX","S",,2,"SEN 5/22/25",5/23/2025 0:00:00
"S",2863,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2863_I1.DOCX","I",,6,"",3/5/2024 0:00:00
"S",2864,"\\NJOLS7\LEGAPPS$\2024BILL\AL24\104_.DOCX","AL",2024,3,"",1/27/2025 0:00:00
"S",2864,"\\NJOLS7\LEGAPPS$\2024BILL\PL24\104_.DOCX","PL",2024,2,"",2/14/2025 0:00:00
"S",2864,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2864_I1.DOCX","I",,4,"",3/5/2024 0:00:00
"S",2864,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2864_R1.DOCX","R",1,3,"Senate 5/13/24 1R",7/3/2024 0:00:00
"S",2864,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2864_R2.DOCX","R",2,3,"Conditional Veto 2R",12/30/2024 0:00:00
"S",2864,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2864_S1.DOCX","S",,1,"SLA 3/14/24",3/15/2024 0:00:00
"S",2864,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2864_S2.DOCX","FS",,1,"Senate 5/13/24",5/14/2024 0:00:00
"S",2864,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2864_V1.DOCX","V",,2,"Conditional Veto",12/16/2024 0:00:00
"S",2865,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2865_I1.DOCX","I",,4,"",3/8/2024 0:00:00
"S",2865,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2865_R1.DOCX","R",1,4,"SSG 3/14/24 1R",3/18/2025 0:00:00
"S",2865,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2865_S1.DOCX","S",,2,"SSG 3/18/24",3/19/2024 0:00:00
"S",2866,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2866_I1.DOCX","I",,6,"",3/5/2024 0:00:00
"S",2867,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2867_I1.DOCX","I",,4,"",6/6/2025 0:00:00
"S",2867,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2867_R1.DOCX","R",1,3,"SED 6/5/25 1R",12/19/2025 0:00:00
"S",2867,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2867_S1.DOCX","S",,2,"SED 6/5/25",6/6/2025 0:00:00
"S",2868,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2868_I1.DOCX","I",,4,"",3/5/2024 0:00:00
"S",2869,"\\NJOLS7\LEGAPPS$\2024BILL\AL24\51_.DOCX","AL",2024,3,"",9/13/2024 0:00:00
"S",2869,"\\NJOLS7\LEGAPPS$\2024BILL\PL24\51_.DOCX","PL",2024,2,"",9/30/2024 0:00:00
"S",2869,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2869_I1.DOCX","I",,3,"",5/7/2024 0:00:00
"S",2869,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2869_S1.DOCX","S",,1,"SLA 5/6/24",5/7/2024 0:00:00
"S",2869,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2869_U1.DOCX","SS",,3,"Senate 5/13/24 SS",7/3/2024 0:00:00
"S",2870,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2870_I1.DOCX","I",,10,"",3/5/2024 0:00:00
"S",2871,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2871_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"S",2872,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2872_I1.DOCX","I",,9,"",3/5/2024 0:00:00
"S",2873,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2873_E1.DOCX","FE",,3,"8/11/25; as introduced",8/11/2025 0:00:00
"S",2873,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2873_I1.DOCX","I",,6,"",2/21/2025 0:00:00
"S",2873,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2873_S1.DOCX","S",,2,"SHH 2/3/25",2/4/2025 0:00:00
"S",2874,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2874_I1.DOCX","I",,4,"",10/10/2024 0:00:00
"S",2874,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2874_R1.DOCX","R",1,4,"SCM 10/10/24 1R",1/15/2025 0:00:00
"S",2874,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2874_S1.DOCX","S",,1,"SCM 10/10/24",10/11/2024 0:00:00
"S",2875,"\\NJOLS7\LEGAPPS$\2024BILL\AL24\62_.DOCX","AL",2024,6,"",9/13/2024 0:00:00
"S",2875,"\\NJOLS7\LEGAPPS$\2024BILL\PL24\62_.DOCX","PL",2024,4,"",9/30/2024 0:00:00
"S",2875,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2875_I1.DOCX","I",,8,"",3/5/2024 0:00:00
"S",2875,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2875_R1.DOCX","R",1,7,"SCM 5/13/24 1R",5/14/2024 0:00:00
"S",2875,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2875_R2.DOCX","R",2,7,"Senate 5/20/24 2R",5/21/2024 0:00:00
"S",2875,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2875_R3.DOCX","R",3,7,"SBA 6/24/24 3R",7/3/2024 0:00:00
"S",2875,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2875_S1.DOCX","S",,2,"SCM 5/13/24",5/14/2024 0:00:00
"S",2875,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2875_S2.DOCX","FS",,1,"Senate 5/20/24 1R",5/21/2024 0:00:00
"S",2875,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2875_S3.DOCX","S",,1,"SBA 6/24/24 2R",6/25/2024 0:00:00
"S",2876,"\\NJOLS7\LEGAPPS$\2024BILL\AL24\57_.DOCX","AL",2024,2,"",9/12/2024 0:00:00
"S",2876,"\\NJOLS7\LEGAPPS$\2024BILL\PL24\57_.DOCX","PL",2024,1,"",9/30/2024 0:00:00
"S",2876,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2876_I1.DOCX","I",,3,"",5/7/2024 0:00:00
"S",2876,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2876_R1.DOCX","R",1,3,"Senate 5/13/24 1R",7/3/2024 0:00:00
"S",2876,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2876_S1.DOCX","S",,1,"STR 5/6/24",5/7/2024 0:00:00
"S",2876,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2876_S2.DOCX","FS",,1,"Senate 5/13/24",5/14/2024 0:00:00
"S",2877,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2877_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"S",2878,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2878_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"S",2879,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2879_E1.DOCX","FE",,3,"12/2/24; as introduced",12/2/2024 0:00:00
"S",2879,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2879_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"S",2879,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2879_S1.DOCX","S",,1,"SEN 6/10/24",6/11/2024 0:00:00
"S",2880,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2880_I1.DOCX","I",,6,"",3/5/2024 0:00:00
"S",2881,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2881_I1.DOCX","I",,4,"",5/13/2025 0:00:00
"S",2881,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2881_R1.DOCX","R",1,2,"SED 5/12/25 1R",5/13/2025 0:00:00
"S",2881,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2881_S1.DOCX","S",,1,"SED 5/12/25",5/13/2025 0:00:00
"S",2882,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2882_I1.DOCX","I",,7,"",3/5/2024 0:00:00
"S",2883,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2883_I1.DOCX","I",,4,"",3/5/2024 0:00:00
"S",2884,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2884_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"S",2885,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2885_I1.DOCX","I",,6,"",3/5/2024 0:00:00
"S",2886,"\\NJOLS7\LEGAPPS$\2024BILL\AL25\90_.DOCX","AL",2025,1,"",8/12/2025 0:00:00
"S",2886,"\\NJOLS7\LEGAPPS$\2024BILL\PL25\90_.DOCX","PL",2025,1,"",8/21/2025 0:00:00
"S",2886,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2886_I1.DOCX","I",,3,"",2/26/2025 0:00:00
"S",2886,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2886_R1.DOCX","R",1,2,"SCM 2/11/25 1R",5/28/2025 0:00:00
"S",2886,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2886_S1.DOCX","S",,1,"SCM 2/10/25",2/11/2025 0:00:00
"S",2886,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2886_S2.DOCX","S",,1,"AFI 5/15/25 1R",5/16/2025 0:00:00
"S",2887,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2887_E1.DOCX","FE",,2,"7/16/25; as introduced",7/16/2025 0:00:00
"S",2887,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2887_I1.DOCX","I",,3,"",3/18/2025 0:00:00
"S",2887,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2887_S1.DOCX","S",,1,"SLA 3/3/25",3/4/2025 0:00:00
"S",2888,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2888_I1.DOCX","I",,5,"",3/5/2024 0:00:00
"S",2889,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2889_I1.DOCX","I",,3,"",3/19/2024 0:00:00
"S",2890,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2890_E1.DOCX","FE",,2,"",3/20/2024 0:00:00
"S",2890,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2890_I1.DOCX","I",,4,"",4/9/2024 0:00:00
"S",2890,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2890_S1.DOCX","S",,1,"SLA 3/14/24",3/15/2024 0:00:00
"S",2891,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2891_I1.DOCX","I",,5,"",6/10/2025 0:00:00
"S",2892,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2892_I1.DOCX","I",,4,"",3/5/2024 0:00:00
"S",2893,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2893_I1.DOCX","I",,4,"",3/5/2024 0:00:00
"S",2894,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2894_I1.DOCX","I",,3,"",3/12/2024 0:00:00
"S",2895,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2895_I1.DOCX","I",,5,"",3/5/2024 0:00:00
"S",2896,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2896_I1.DOCX","I",,7,"",3/5/2024 0:00:00
"S",2897,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2897_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"S",2898,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2898_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"S",2898,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2898_R1.DOCX","R",1,3,"SHI 10/10/24 1R",10/11/2024 0:00:00
"S",2898,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2898_S1.DOCX","S",,1,"SEN 10/10/24",10/11/2024 0:00:00
"S",2899,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2899_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"S",2900,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2900_I1.DOCX","I",,3,"",3/8/2024 0:00:00
"S",2901,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2901_I1.DOCX","I",,3,"",11/4/2024 0:00:00
"S",2902,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2902_I1.DOCX","I",,3,"",9/20/2024 0:00:00
"S",2903,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2903_I1.DOCX","I",,5,"",3/5/2024 0:00:00
"S",2904,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2904_I1.DOCX","I",,4,"",3/5/2024 0:00:00
"S",2905,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2905_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"S",2906,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2906_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"S",2907,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2907_I1.DOCX","I",,3,"",3/5/2024 0:00:00
"S",2908,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2908_E1.DOCX","FE",,2,"11/18/24; as introduced",11/18/2024 0:00:00
"S",2908,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2908_I1.DOCX","I",,12,"",6/4/2024 0:00:00
"S",2908,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2908_S1.DOCX","S",,1,"STR 6/3/24",6/4/2024 0:00:00
"S",2909,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2909_I1.DOCX","I",,3,"",1/31/2025 0:00:00
"S",2910,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2910_I1.DOCX","I",,2,"",1/31/2025 0:00:00
"S",2911,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2911_I1.DOCX","I",,2,"",3/18/2025 0:00:00
"S",2911,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2911_S1.DOCX","S",,1,"STR 3/17/25",3/18/2025 0:00:00
"S",2912,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2912_I1.DOCX","I",,7,"",3/7/2024 0:00:00
"S",2913,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2913_I1.DOCX","I",,5,"",10/29/2024 0:00:00
"S",2914,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2914_I1.DOCX","I",,3,"",3/7/2024 0:00:00
"S",2915,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2915_I1.DOCX","I",,7,"",3/7/2024 0:00:00
"S",2916,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2916_I1.DOCX","I",,3,"",3/7/2024 0:00:00
"S",2917,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2917_I1.DOCX","I",,3,"",3/7/2024 0:00:00
"S",2918,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2918_I1.DOCX","I",,4,"",3/7/2024 0:00:00
"S",2919,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2919_I1.DOCX","I",,15,"",3/7/2024 0:00:00
"S",2919,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2919_S1.DOCX","S",,1,"SLA 5/6/24",5/7/2024 0:00:00
"S",2920,"\\NJOLS7\LEGAPPS$\2024BILL\S3000\2920_E1.DOCX","FE",,3,"9/11/24; 1R",9/11/2024 0:00:00
