"BillType","BillNumber","Sequence","Sponsor","Type","Status","SponDate","WithDate","ModDate"
"A",5376,2,"Carter, Linda S.","P","A",2/25/2025 0:00:00,,2/25/2025 0:00:00
"A",5376,3,"Murphy, Carol A.","P","A",2/25/2025 0:00:00,,2/25/2025 0:00:00
"A",5376,4,"Sampson, William B.","C","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",5376,5,"Hall, Garnet R.","C","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",5376,6,"Miller, Cody D.","C","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",5376,7,"Donlon, Margie","C","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",5376,8,"Peterpaul, Luanne M.","C","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",5376,9,"Haider, Shama A.","C","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",5376,10,"Park, Ellen J.","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5376,11,"Ramirez, Jessica","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5376,12,"Drulis, Mitchelle","C","A",6/12/2025 0:00:00,,6/12/2025 0:00:00
"A",5376,13,"Venezia, Michael","C","A",7/24/2025 0:00:00,,7/24/2025 0:00:00
"A",5376,14,"Kane, Melinda","C","A",11/13/2025 0:00:00,,11/13/2025 0:00:00
"A",5376,15,"Singh, Balvir","C","A",1/2/2026 0:00:00,,1/2/2026 0:00:00
"A",5377,1,"Auth, Robert","P","A",2/25/2025 0:00:00,,2/25/2025 0:00:00
"A",5378,1,"Abdelaziz, Al","P","A",2/25/2025 0:00:00,,2/25/2025 0:00:00
"A",5378,2,"Sumter, Shavonda E.","P","A",2/25/2025 0:00:00,,2/25/2025 0:00:00
"A",5378,3,"Carter, Linda S.","P","A",2/25/2025 0:00:00,,2/25/2025 0:00:00
"A",5378,4,"Wimberly, Benjie E.","P","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5378,5,"Turner, Shirley K.","P","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5378,6,"Zwicker, Andrew","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5378,7,"McKnight, Angela V.","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5379,1,"Calabrese, Clinton","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5379,2,"Karabinchak, Robert J.","P","A",3/10/2025 0:00:00,,3/11/2025 0:00:00
"A",5379,3,"Moen, William F.","C","A",3/10/2025 0:00:00,,3/11/2025 0:00:00
"A",5381,1,"Kennedy, James J.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5381,2,"Atkins, Reginald W.","P","A",3/10/2025 0:00:00,,3/10/2025 0:00:00
"A",5381,3,"Venezia, Michael","P","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",5381,4,"Quijano, Annette","P","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5381,5,"Greenstein, Linda R.","P","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5381,6,"Scharfenberger, Gerry","C","A",3/10/2025 0:00:00,,3/10/2025 0:00:00
"A",5381,7,"Karabinchak, Robert J.","C","A",3/20/2025 0:00:00,,3/20/2025 0:00:00
"A",5381,8,"DeAngelo, Wayne P.","C","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",5381,9,"Flynn, Victoria A.","C","A",5/5/2025 0:00:00,,5/5/2025 0:00:00
"A",5381,10,"Matsikoudis, Michele","C","A",6/16/2025 0:00:00,,6/16/2025 0:00:00
"A",5381,11,"Fantasia, Dawn","C","A",6/23/2025 0:00:00,,6/23/2025 0:00:00
"A",5381,12,"Ramirez, Jessica","C","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",5381,13,"Inganamort, Michael","C","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",5381,14,"McCoy, Tennille R.","C","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",5381,15,"Murphy, Carol A.","C","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",5381,16,"Speight, Shanique","C","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",5381,17,"Freiman, Roy","C","A",6/30/2025 0:00:00,,7/1/2025 0:00:00
"A",5381,18,"Peterpaul, Luanne M.","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5381,19,"Donlon, Margie","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5381,20,"Drulis, Mitchelle","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5381,21,"Lopez, Yvonne","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5381,22,"Bucco, Anthony M.","C","A",6/30/2025 0:00:00,,7/1/2025 0:00:00
"A",5381,23,"McKnight, Angela V.","C","A",6/30/2025 0:00:00,,7/1/2025 0:00:00
"A",5381,24,"O'Scanlon, Declan J.","C","A",6/30/2025 0:00:00,,7/1/2025 0:00:00
"A",5381,25,"Amato, Carmen F.","C","A",6/30/2025 0:00:00,,7/1/2025 0:00:00
"A",5382,1,"Collazos-Gill, Alixon","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5383,1,"Schnall, Alexander","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5383,2,"Pintor Marin, Eliana","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5383,3,"Schaer, Gary S.","P","A",6/19/2025 0:00:00,,6/19/2025 0:00:00
"A",5383,4,"Venezia, Michael","C","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",5383,5,"Atkins, Reginald W.","C","A",6/19/2025 0:00:00,,6/19/2025 0:00:00
"A",5383,6,"Bagolie, Rosaura","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5383,7,"Murphy, Carol A.","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5384,1,"Stanley, Sterley S.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5385,1,"Rodriguez, Gabriel","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5386,1,"Rodriguez, Gabriel","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5386,2,"Haider, Shama A.","C","A",11/13/2025 0:00:00,,11/13/2025 0:00:00
"A",5387,1,"Moen, William F.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5387,2,"Carter, Linda S.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5387,3,"Venezia, Michael","C","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5387,4,"Schaer, Gary S.","C","A",12/18/2025 0:00:00,,12/18/2025 0:00:00
"A",5387,5,"Reynolds-Jackson, Verlina","C","A",12/18/2025 0:00:00,,12/18/2025 0:00:00
"A",5387,6,"Haider, Shama A.","C","A",12/18/2025 0:00:00,,12/18/2025 0:00:00
"A",5388,1,"Drulis, Mitchelle","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5388,2,"Freiman, Roy","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5389,1,"Park, Ellen J.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5389,2,"Collazos-Gill, Alixon","P","A",3/20/2025 0:00:00,,3/21/2025 0:00:00
"A",5389,3,"Venezia, Michael","P","A",3/20/2025 0:00:00,,3/21/2025 0:00:00
"A",5390,1,"Bagolie, Rosaura","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5390,2,"Quijano, Annette","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5390,3,"Morales, Carmen Theresa","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5390,4,"Singh, Balvir","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5391,1,"Bagolie, Rosaura","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5391,2,"Quijano, Annette","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5391,3,"Carter, Linda S.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5391,4,"Singh, Balvir","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5391,5,"Katz, Andrea","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5392,1,"Venezia, Michael","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5393,1,"Venezia, Michael","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5394,1,"Venezia, Michael","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5394,2,"Kennedy, James J.","P","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",5395,1,"Venezia, Michael","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5395,2,"Calabrese, Clinton","P","A",5/15/2025 0:00:00,,5/15/2025 0:00:00
"A",5395,3,"Sampson, William B.","P","A",5/15/2025 0:00:00,,5/15/2025 0:00:00
"A",5395,4,"Johnson, Gordon M.","P","A",12/18/2025 0:00:00,,12/18/2025 0:00:00
"A",5395,5,"Cryan, Joseph P.","P","A",12/18/2025 0:00:00,,12/18/2025 0:00:00
"A",5395,6,"Karabinchak, Robert J.","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5395,7,"Stanley, Sterley S.","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5395,8,"Miller, Cody D.","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5395,9,"Lopez, Yvonne","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5395,10,"Moriarty, Paul D.","C","A",12/18/2025 0:00:00,,12/18/2025 0:00:00
"A",5395,11,"Peterpaul, Luanne M.","C","A",12/22/2025 0:00:00,,12/22/2025 0:00:00
"A",5395,12,"Katz, Andrea","C","A",12/22/2025 0:00:00,,12/22/2025 0:00:00
"A",5395,13,"Hutchison, Dan","C","A",12/22/2025 0:00:00,,12/22/2025 0:00:00
"A",5395,14,"Donlon, Margie","C","A",12/22/2025 0:00:00,,12/22/2025 0:00:00
"A",5396,1,"Sauickie, Alex","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5397,1,"Sauickie, Alex","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5397,2,"Matsikoudis, Michele","P","A",11/13/2025 0:00:00,,11/13/2025 0:00:00
"A",5398,1,"Sauickie, Alex","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5398,2,"Fantasia, Dawn","P","A",3/17/2025 0:00:00,,3/17/2025 0:00:00
"A",5398,3,"Inganamort, Michael","C","A",3/17/2025 0:00:00,,3/17/2025 0:00:00
"A",5399,1,"Sauickie, Alex","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5400,1,"Sauickie, Alex","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5401,1,"Sauickie, Alex","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5402,1,"Sauickie, Alex","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5403,1,"Sauickie, Alex","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5404,1,"Sauickie, Alex","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5404,2,"Fantasia, Dawn","P","A",3/17/2025 0:00:00,,3/17/2025 0:00:00
"A",5404,3,"Inganamort, Michael","C","A",3/17/2025 0:00:00,,3/17/2025 0:00:00
"A",5405,1,"Sauickie, Alex","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5406,1,"Carter, Linda S.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5406,2,"Reynolds-Jackson, Verlina","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5406,3,"McCoy, Tennille R.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5407,1,"Carter, Linda S.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5407,2,"Reynolds-Jackson, Verlina","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5407,3,"Sumter, Shavonda E.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5408,1,"Carter, Linda S.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5408,2,"Sumter, Shavonda E.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5408,3,"Speight, Shanique","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5408,4,"Atkins, Reginald W.","C","A",6/12/2025 0:00:00,,6/12/2025 0:00:00
"A",5409,1,"Carter, Linda S.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5409,2,"Venezia, Michael","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5409,3,"Reynolds-Jackson, Verlina","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5409,4,"Speight, Shanique","C","A",12/4/2025 0:00:00,,12/4/2025 0:00:00
"A",5410,1,"Drulis, Mitchelle","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5410,2,"Freiman, Roy","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5410,3,"Collazos-Gill, Alixon","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5410,4,"Katz, Andrea","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5411,1,"Murphy, Carol A.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5411,2,"Carter, Linda S.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5411,3,"Reynolds-Jackson, Verlina","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5412,1,"Collazos-Gill, Alixon","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5412,2,"Spearman, William W.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5412,3,"Sumter, Shavonda E.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5413,1,"DiMaio, John","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5414,1,"McGuckin, Gregory P.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5414,2,"Kanitra, Paul","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5414,3,"Myhre, Gregory E.","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5414,4,"Rumpf, Brian E.","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5414,5,"Peterson, Erik","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5414,6,"Fantasia, Dawn","C","A",3/17/2025 0:00:00,,3/17/2025 0:00:00
"A",5414,7,"Inganamort, Michael","C","A",5/15/2025 0:00:00,,5/16/2025 0:00:00
"A",5415,1,"Dunn, Aura K.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5415,2,"Venezia, Michael","P","A",11/17/2025 0:00:00,,11/17/2025 0:00:00
"A",5415,3,"Matsikoudis, Michele","C","A",11/13/2025 0:00:00,,11/13/2025 0:00:00
"A",5416,1,"Dunn, Aura K.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5416,2,"Fantasia, Dawn","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5416,3,"Inganamort, Michael","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5416,4,"Sauickie, Alex","C","A",11/13/2025 0:00:00,,11/13/2025 0:00:00
"A",5417,1,"Dunn, Aura K.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5417,2,"Matsikoudis, Michele","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5417,3,"Inganamort, Michael","C","A",2/27/2025 0:00:00,,3/3/2025 0:00:00
"A",5418,1,"Ramirez, Jessica","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5418,2,"Collazos-Gill, Alixon","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5418,3,"Reynolds-Jackson, Verlina","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5418,4,"Park, Ellen J.","C","A",12/4/2025 0:00:00,,12/4/2025 0:00:00
"A",5419,1,"Myhre, Gregory E.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5419,2,"Rumpf, Brian E.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5419,3,"Kanitra, Paul","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5419,4,"Clifton, Robert D.","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5419,5,"Peterson, Erik","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5419,6,"McGuckin, Gregory P.","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5419,7,"Auth, Robert","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5419,8,"Inganamort, Michael","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5419,9,"Fantasia, Dawn","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5419,10,"Scharfenberger, Gerry","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5419,11,"Simonsen, Erik K.","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5419,12,"Azzariti Jr., John V.","C","A",11/13/2025 0:00:00,,11/13/2025 0:00:00
"A",5420,1,"Bailey, David","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5420,2,"Freiman, Roy","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5420,3,"Venezia, Michael","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5420,4,"Inganamort, Michael","C","A",3/17/2025 0:00:00,,3/17/2025 0:00:00
"A",5420,5,"Karabinchak, Robert J.","C","A",3/20/2025 0:00:00,,3/20/2025 0:00:00
"A",5420,6,"Park, Ellen J.","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",5420,7,"Fantasia, Dawn","C","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",5420,8,"Simmons, Heather","C","A",6/12/2025 0:00:00,,6/12/2025 0:00:00
"A",5420,9,"Drulis, Mitchelle","C","A",6/19/2025 0:00:00,,6/19/2025 0:00:00
"A",5420,10,"Ramirez, Jessica","C","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",5420,11,"Murphy, Carol A.","C","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",5420,12,"Calabrese, Clinton","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5420,13,"Swain, Lisa","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5420,14,"Tully, Chris","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5421,1,"McCoy, Tennille R.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5421,2,"Atkins, Reginald W.","P","A",3/10/2025 0:00:00,,3/11/2025 0:00:00
"A",5421,3,"Karabinchak, Robert J.","P","A",3/20/2025 0:00:00,,3/21/2025 0:00:00
"A",5421,4,"Drulis, Mitchelle","C","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",5421,5,"Ramirez, Jessica","C","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",5421,6,"Speight, Shanique","C","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",5421,7,"Freiman, Roy","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5421,8,"Lopez, Yvonne","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5422,1,"Haider, Shama A.","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5422,2,"Swain, Lisa","P","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",5422,3,"Karabinchak, Robert J.","P","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",5422,4,"Ruiz, M. Teresa","P","A",12/22/2025 0:00:00,,12/22/2025 0:00:00
"A",5422,5,"Mukherji, Raj","P","A",12/22/2025 0:00:00,,12/22/2025 0:00:00
"A",5422,6,"Flynn, Victoria A.","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",5422,7,"Fantasia, Dawn","C","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",5422,8,"Drulis, Mitchelle","C","A",6/16/2025 0:00:00,,6/16/2025 0:00:00
"A",5422,9,"Hutchison, Dan","C","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",5422,10,"Ramirez, Jessica","C","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",5422,11,"Inganamort, Michael","C","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",5422,12,"Murphy, Carol A.","C","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",5422,13,"Speight, Shanique","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5422,14,"Freiman, Roy","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5422,15,"Simmons, Heather","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5422,16,"Miller, Cody D.","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",5422,17,"Tiver, Latham","C","A",12/22/2025 0:00:00,,12/22/2025 0:00:00
"A",5422,18,"Wimberly, Benjie E.","C","A",12/22/2025 0:00:00,,12/22/2025 0:00:00
"A",5423,1,"Tully, Chris","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5423,2,"Simmons, Heather","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",5423,3,"Park, Ellen J.","P","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5423,4,"Venezia, Michael","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5423,5,"Miller, Cody D.","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5423,6,"Karabinchak, Robert J.","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5424,1,"Lopez, Yvonne","P","A",2/27/2025 0:00:00,,2/28/2025 0:00:00
"A",5424,2,"Atkins, Reginald W.","P","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",5424,3,"Moen, William F.","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",5425,1,"Peterpaul, Luanne M.","P","A",2/27/2025 0:00:00,,2/28/2025 0:00:00
"A",5425,2,"Park, Ellen J.","P","A",2/27/2025 0:00:00,,2/28/2025 0:00:00
"A",5425,3,"Egan, Kevin P.","P","A",2/27/2025 0:00:00,,2/28/2025 0:00:00
"A",5425,4,"Venezia, Michael","C","A",3/20/2025 0:00:00,,3/21/2025 0:00:00
"A",5426,1,"Katz, Andrea","P","A",2/27/2025 0:00:00,,2/28/2025 0:00:00
"A",5426,2,"Lopez, Yvonne","P","A",2/27/2025 0:00:00,,2/28/2025 0:00:00
"A",5426,3,"Drulis, Mitchelle","P","A",2/27/2025 0:00:00,,2/28/2025 0:00:00
"A",5426,4,"Swain, Lisa","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",5426,5,"Tully, Chris","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",5427,1,"DeAngelo, Wayne P.","P","A",2/27/2025 0:00:00,,2/28/2025 0:00:00
"A",5427,2,"Simmons, Heather","P","A",2/27/2025 0:00:00,,2/28/2025 0:00:00
"A",5427,3,"Collazos-Gill, Alixon","P","A",2/27/2025 0:00:00,,2/28/2025 0:00:00
"A",5427,4,"Hutchison, Dan","C","A",12/18/2025 0:00:00,,12/18/2025 0:00:00
"A",5427,5,"Reynolds-Jackson, Verlina","C","A",12/18/2025 0:00:00,,12/18/2025 0:00:00
"A",5427,6,"McCoy, Tennille R.","C","A",12/18/2025 0:00:00,,12/19/2025 0:00:00
"A",5428,1,"Murphy, Carol A.","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5428,2,"Verrelli, Anthony S.","P","A",6/12/2025 0:00:00,,6/12/2025 0:00:00
"A",5429,1,"Katz, Andrea","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5430,1,"Sauickie, Alex","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5430,2,"Fantasia, Dawn","C","A",3/17/2025 0:00:00,,3/17/2025 0:00:00
"A",5430,3,"Inganamort, Michael","C","A",3/17/2025 0:00:00,,3/17/2025 0:00:00
"A",5431,1,"Fantasia, Dawn","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5431,2,"Azzariti Jr., John V.","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",5431,3,"Inganamort, Michael","C","A",5/5/2025 0:00:00,,5/5/2025 0:00:00
"A",5431,4,"Myhre, Gregory E.","C","A",5/8/2025 0:00:00,,5/8/2025 0:00:00
"A",5431,5,"Rumpf, Brian E.","C","A",5/8/2025 0:00:00,,5/8/2025 0:00:00
"A",5432,1,"Lopez, Yvonne","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5432,2,"Miller, Cody D.","P","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",5432,3,"Quijano, Annette","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",5433,1,"Reynolds-Jackson, Verlina","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5434,1,"Park, Ellen J.","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5434,2,"Allen, John","C","A",1/12/2026 0:00:00,,1/12/2026 0:00:00
"A",5435,1,"Tully, Chris","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5435,2,"Katz, Andrea","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5435,3,"Singh, Balvir","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5435,4,"Burzichelli, John J.","P","A",12/22/2025 0:00:00,,12/22/2025 0:00:00
"A",5435,5,"Timberlake, Britnee N.","P","A",12/22/2025 0:00:00,,12/22/2025 0:00:00
"A",5435,6,"Pintor Marin, Eliana","C","A",3/20/2025 0:00:00,,3/20/2025 0:00:00
"A",5435,7,"Atkins, Reginald W.","C","A",5/15/2025 0:00:00,,5/15/2025 0:00:00
"A",5435,8,"Peterpaul, Luanne M.","C","A",5/15/2025 0:00:00,,5/15/2025 0:00:00
"A",5435,9,"Speight, Shanique","C","A",5/15/2025 0:00:00,,5/15/2025 0:00:00
"A",5435,10,"Reynolds-Jackson, Verlina","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5435,11,"Sampson, William B.","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5435,12,"Hall, Garnet R.","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5435,13,"Drulis, Mitchelle","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5435,14,"Lopez, Yvonne","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5435,15,"Bailey, David","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",5435,16,"Beach, James","C","A",12/22/2025 0:00:00,,12/22/2025 0:00:00
"A",5436,1,"Schnall, Alexander","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5436,2,"Bagolie, Rosaura","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
"A",5436,3,"Pintor Marin, Eliana","P","A",3/20/2025 0:00:00,,3/20/2025 0:00:00
"A",5437,1,"Katz, Andrea","P","A",3/6/2025 0:00:00,,3/6/2025 0:00:00
